,1Feature,CE,CE dropped,2Feature,CE,CE dropped,3Feature,CE,CE dropped
513,,,,,,,peak_peakvalue_right60,0.553915139,0.129636146
514,,,,,,,peak_peakvalue_right50,0.585759716,0.134384747
515,,,,,,,peak_peakvalue_right40,0.565078394,0.132623289
516,,,,,,,peak_right80_right70,0.528320499,0.08425471
517,,,,,,,peak_right80_right60,0.525338029,0.08723718
518,,,,,,,peak_right80_right50,0.536610013,0.075965196
519,,,,,,,peak_right80_right40,0.491396172,0.121179037
520,,,,,,,peak_right70_right60,0.608615373,0.059774978
521,,,,,,,peak_right70_right50,0.581598968,0.086791383
522,,,,,,,peak_right70_right40,0.560204438,0.108185913
523,,,,,,,peak_right60_right50,0.593080836,0.090470449
524,,,,,,,peak_right60_right40,0.58670085,0.096850435
525,,,,,,,peak_right50_right40,0.614017709,0.083683974
526,,,,,,,peakdate_peakvalue_right80,0.501157311,0.126297784
527,,,,,,,peakdate_peakvalue_right70,0.530655985,0.108348896
528,,,,,,,peakdate_peakvalue_right60,0.55918928,0.081400638
529,,,,,,,peakdate_peakvalue_right50,0.594135553,0.08661016
530,,,,,,,peakdate_peakvalue_right40,0.568861261,0.092358782
531,,,,,,,peakdate_right80_right70,0.504162408,0.124262854
532,,,,,,,peakdate_right80_right60,0.481069776,0.147355486
533,,,,,,,peakdate_right80_right50,0.51873871,0.109686552
534,,,,,,,peakdate_right80_right40,0.440593683,0.187831579
535,,,,,,,peakdate_right70_right60,0.548817541,0.09018734
536,,,,,,,peakdate_right70_right50,0.560777153,0.078227728
537,,,,,,,peakdate_right70_right40,0.513754525,0.125250356
538,,,,,,,peakdate_right60_right50,0.6030811,0.037508818
539,,,,,,,peakdate_right60_right40,0.587652652,0.052937266
540,,,,,,,peakdate_right50_right40,0.594531725,0.066688318
541,,,,,,,peakvalue_right80_right70,0.498048095,0.129407
542,,,,,,,peakvalue_right80_right60,0.525338029,0.102117066
543,,,,,,,peakvalue_right80_right50,0.515123093,0.112332002
544,,,,,,,peakvalue_right80_right40,0.490878122,0.136576973
545,,,,,,,peakvalue_right70_right60,0.624002814,0.071907065
546,,,,,,,peakvalue_right70_right50,0.576409532,0.119500347
547,,,,,,,peakvalue_right70_right40,0.587847702,0.108062177
548,,,,,,,peakvalue_right60_right50,0.643670426,0.107077175
549,,,,,,,peakvalue_right60_right40,0.670611511,0.08013609
550,,,,,,,peakvalue_right50_right40,0.712710207,0.083891568
551,,,,,,,right80_right70_right60,0.645563866,0.028604043
552,,,,,,,right80_right70_right50,0.604753678,0.069414231
553,,,,,,,right80_right70_right40,0.596822165,0.076294181
554,,,,,,,right80_right60_right50,0.624995453,0.068355129
555,,,,,,,right80_right60_right40,0.611136587,0.061979759
556,,,,,,,right80_right50_right40,0.62415541,0.048960936
557,,,,,,,right70_right60_right50,0.714320105,0.05052643
558,,,,,,,right70_right60_right40,0.719126161,0.045642983
559,,,,,,,right70_right50_right40,0.688512674,0.07625647
560,,,,,,,right60_right50_right40,0.759236502,0.060071478
561,,,,,,,left20_left30_right30,0.587450166,0.086582502
562,,,,,,,left20_left40_right30,0.525474768,0.110544552
563,,,,,,,left20_left50_right30,0.52187833,0.094130245
564,,,,,,,left20_left60_right30,0.449630505,0.117955674
565,,,,,,,left20_left70_right30,0.41774605,0.097129535
566,,,,,,,left20_left80_right30,0.239946148,0.14025428
567,,,,,,,left20_left90_right30,0.340418817,0.014236319
568,,,,,,,left20_peak_right30,0.483280901,0.10961344
569,,,,,,,left20_peakdate_right30,0.498939241,0.196703211
570,,,,,,,left20_peakvalue_right30,0.506489509,0.189243194
571,,,,,,,left20_right80_right30,0.413478717,0.090127853
572,,,,,,,left20_right70_right30,0.422448783,0.088161708
573,,,,,,,left20_right60_right30,0.429828722,0.16201034
574,,,,,,,left20_right50_right30,0.440452606,0.145621466
575,,,,,,,left20_right40_right30,0.465106231,0.117115052
576,,,,,,,left30_left40_right30,0.57205181,0.06396751
577,,,,,,,left30_left50_right30,0.523845651,0.107670963
578,,,,,,,left30_left60_right30,0.497054376,0.070531803
579,,,,,,,left30_left70_right30,0.433342704,0.081532881
580,,,,,,,left30_left80_right30,0.247640558,0.13255987
581,,,,,,,left30_left90_right30,0.290443634,0.042996194
582,,,,,,,left30_peak_right30,0.418645031,0.141627325
583,,,,,,,left30_peakdate_right30,0.510291776,0.163740892
584,,,,,,,left30_peakvalue_right30,0.507765165,0.166267503
585,,,,,,,left30_right80_right30,0.376572091,0.099756728
586,,,,,,,left30_right70_right30,0.373957089,0.093840374
587,,,,,,,left30_right60_right30,0.415106348,0.142830277
588,,,,,,,left30_right50_right30,0.391960912,0.137451712
589,,,,,,,left30_right40_right30,0.445135605,0.136691783
590,,,,,,,left40_left50_right30,0.495036299,0.136480315
591,,,,,,,left40_left60_right30,0.45677791,0.110808269
592,,,,,,,left40_left70_right30,0.374673456,0.140202129
593,,,,,,,left40_left80_right30,0.231252082,0.148948346
594,,,,,,,left40_left90_right30,0.260268749,0.072837514
595,,,,,,,left40_peak_right30,0.428345234,0.131369967
596,,,,,,,left40_peakdate_right30,0.473008474,0.163010846
597,,,,,,,left40_peakvalue_right30,0.463063453,0.172955867
598,,,,,,,left40_right80_right30,0.390071478,0.074524597
599,,,,,,,left40_right70_right30,0.408166775,0.090539218
600,,,,,,,left40_right60_right30,0.398466572,0.175862432
601,,,,,,,left40_right50_right30,0.384499035,0.178289699
602,,,,,,,left40_right40_right30,0.450215013,0.142141548
603,,,,,,,left50_left60_right30,0.485494008,0.082092171
604,,,,,,,left50_left70_right30,0.453609554,0.061266031
605,,,,,,,left50_left80_right30,0.28178804,0.098412388
606,,,,,,,left50_left90_right30,0.285446164,0.050655696
607,,,,,,,left50_peak_right30,0.412434108,0.117031327
608,,,,,,,left50_peakdate_right30,0.516044084,0.097150343
609,,,,,,,left50_peakvalue_right30,0.496556772,0.10484907
610,,,,,,,left50_right80_right30,0.320034012,0.096844544
611,,,,,,,left50_right70_right30,0.357228922,0.082991808
612,,,,,,,left50_right60_right30,0.389408114,0.102164925
613,,,,,,,left50_right50_right30,0.394575914,0.119456918
614,,,,,,,left50_right40_right30,0.417054903,0.128512603
615,,,,,,,left60_left70_right30,0.448523693,0.066351892
616,,,,,,,left60_left80_right30,0.273948001,0.106252427
617,,,,,,,left60_left90_right30,0.304411171,0.031628612
618,,,,,,,left60_peak_right30,0.39495259,0.110967338
619,,,,,,,left60_peakdate_right30,0.41862033,0.148965849
620,,,,,,,left60_peakvalue_right30,0.435895502,0.131690677
621,,,,,,,left60_right80_right30,0.309453595,0.079535381
622,,,,,,,left60_right70_right30,0.332806345,0.066157041
623,,,,,,,left60_right60_right30,0.365507841,0.124673499
624,,,,,,,left60_right50_right30,0.28672182,0.159655589
625,,,,,,,left60_right40_right30,0.341984244,0.161744494
626,,,,,,,left70_left80_right30,0.330864242,0.049336186
627,,,,,,,left70_left90_right30,0.295233272,0.072247825
628,,,,,,,left70_peak_right30,0.40084904,0.114026545
629,,,,,,,left70_peakdate_right30,0.384604706,0.130270879
630,,,,,,,left70_peakvalue_right30,0.410573944,0.104301641
631,,,,,,,left70_right80_right30,0.332285527,0.125573751
632,,,,,,,left70_right70_right30,0.390539628,0.065568794
633,,,,,,,left70_right60_right30,0.389288673,0.077392027
634,,,,,,,left70_right50_right30,0.369279057,0.110910045
635,,,,,,,left70_right40_right30,0.373811461,0.099947849
636,,,,,,,left80_left90_right30,0.186833659,0.106737284
637,,,,,,,left80_peak_right30,0.251820987,0.118901401
638,,,,,,,left80_peakdate_right30,0.259225626,0.10591861
639,,,,,,,left80_peakvalue_right30,0.303449987,0.076750441
640,,,,,,,left80_right80_right30,0.165171712,0.078831442
641,,,,,,,left80_right70_right30,0.261897866,0.068863492
642,,,,,,,left80_right60_right30,0.266857833,0.111979113
643,,,,,,,left80_right50_right30,0.247408025,0.100644479
644,,,,,,,left80_right40_right30,0.28436457,0.095835858
645,,,,,,,left90_peak_right30,0.315619564,0.051861533
646,,,,,,,left90_peakdate_right30,0.261463952,0.092533287
647,,,,,,,left90_peakvalue_right30,0.256233949,0.086166533
648,,,,,,,left90_right80_right30,0.264681711,0.063186255
649,,,,,,,left90_right70_right30,0.271100466,0.032369429
650,,,,,,,left90_right60_right30,0.257277071,0.049034387
651,,,,,,,left90_right50_right30,0.239505782,0.093755551
652,,,,,,,left90_right40_right30,0.298282187,0.052640913
653,,,,,,,peak_peakdate_right30,0.471757519,0.211186477
654,,,,,,,peak_peakvalue_right30,0.553096338,0.196928757
655,,,,,,,peak_right80_right30,0.452154033,0.160421176
656,,,,,,,peak_right70_right30,0.520055669,0.148334682
657,,,,,,,peak_right60_right30,0.506803981,0.176747304
658,,,,,,,peak_right50_right30,0.565265914,0.154878549
659,,,,,,,peak_right40_right30,0.577190673,0.12051101
660,,,,,,,peakdate_peakvalue_right30,0.62269069,0.07997922
661,,,,,,,peakdate_right80_right30,0.44658159,0.181843672
662,,,,,,,peakdate_right70_right30,0.52501415,0.113990731
663,,,,,,,peakdate_right60_right30,0.553617156,0.086972762
664,,,,,,,peakdate_right50_right30,0.545023766,0.135721947
665,,,,,,,peakdate_right40_right30,0.556169954,0.105050089
666,,,,,,,peakvalue_right80_right30,0.41951931,0.207935785
667,,,,,,,peakvalue_right70_right30,0.510122932,0.185786947
668,,,,,,,peakvalue_right60_right30,0.579926085,0.170821516
669,,,,,,,peakvalue_right50_right30,0.559281073,0.237320702
670,,,,,,,peakvalue_right40_right30,0.644623642,0.184161567
671,,,,,,,right80_right70_right30,0.542691217,0.10996504
672,,,,,,,right80_right60_right30,0.560646606,0.092009651
673,,,,,,,right80_right50_right30,0.532904109,0.119752148
674,,,,,,,right80_right40_right30,0.551209987,0.10144627
675,,,,,,,right70_right60_right30,0.636803855,0.120046885
676,,,,,,,right70_right50_right30,0.605038842,0.151811898
677,,,,,,,right70_right40_right30,0.638180186,0.118670554
678,,,,,,,right60_right50_right30,0.675973508,0.133019002
679,,,,,,,right60_right40_right30,0.713467391,0.095525119
680,,,,,,,right50_right40_right30,0.751389689,0.077715358
681,,,,,,,left20_left30_right20,0.406566964,0.102589366
682,,,,,,,left20_left40_right20,0.414989563,0.094166767
683,,,,,,,left20_left50_right20,0.403814863,0.105341467
684,,,,,,,left20_left60_right20,0.414989563,0.07148606
685,,,,,,,left20_left70_right20,0.309648096,0.091677438
686,,,,,,,left20_left80_right20,0.188333535,0.118825231
687,,,,,,,left20_left90_right20,0.267550356,0.07148606
688,,,,,,,left20_peak_right20,0.366958554,0.142197776
689,,,,,,,left20_peakdate_right20,0.381134156,0.128022174
690,,,,,,,left20_peakvalue_right20,0.314889526,0.194266804
691,,,,,,,left20_right80_right20,0.37666707,0.12246363
692,,,,,,,left20_right70_right20,0.443740387,0.065415943
693,,,,,,,left20_right60_right20,0.498298744,0.010857586
694,,,,,,,left20_right50_right20,0.420230993,0.088925337
695,,,,,,,left20_right40_right20,0.443423274,0.065733056
696,,,,,,,left30_left40_right20,0.470833838,0.052613966
697,,,,,,,left30_left50_right20,0.388864916,0.148213552
698,,,,,,,left30_left60_right20,0.352008607,0.134467016
699,,,,,,,left30_left70_right20,0.293037506,0.108288028
700,,,,,,,left30_left80_right20,0.135752934,0.171405832
701,,,,,,,left30_left90_right20,0.190311291,0.143128537
702,,,,,,,left30_peak_right20,0.381134156,0.1791382
703,,,,,,,left30_peakdate_right20,0.33181723,0.220722758
704,,,,,,,left30_peakvalue_right20,0.329839473,0.235161133
705,,,,,,,left30_right80_right20,0.341525746,0.134803073
706,,,,,,,left30_right70_right20,0.416275481,0.051521982
707,,,,,,,left30_right60_right20,0.446175375,0.11176125
708,,,,,,,left30_right50_right20,0.378644827,0.150767797
709,,,,,,,left30_right40_right20,0.387204274,0.177796332
710,,,,,,,left40_left50_right20,0.457861647,0.065586157
711,,,,,,,left40_left60_right20,0.392308856,0.094166767
712,,,,,,,left40_left70_right20,0.292208819,0.109116715
713,,,,,,,left40_left80_right20,0.242891892,0.064266874
714,,,,,,,left40_left90_right20,0.267550356,0.065555907
715,,,,,,,left40_peak_right20,0.476449993,0.046997811
716,,,,,,,left40_peakdate_right20,0.394106347,0.129341457
717,,,,,,,left40_peakvalue_right20,0.395255416,0.128192388
718,,,,,,,left40_right80_right20,0.419402306,0.045193769
719,,,,,,,left40_right70_right20,0.40330329,0.095402703
720,,,,,,,left40_right60_right20,0.440933944,0.08251386
721,,,,,,,left40_right50_right20,0.387204274,0.13624353
722,,,,,,,left40_right40_right20,0.402474603,0.120973201
723,,,,,,,left50_left60_right20,0.41103405,0.075441573
724,,,,,,,left50_left70_right20,0.317695969,0.083629565
725,,,,,,,left50_left80_right20,0.175361344,0.131797422
726,,,,,,,left50_left90_right20,0.244869649,0.091232211
727,,,,,,,left50_peak_right20,0.411862737,0.117602698
728,,,,,,,left50_peakdate_right20,0.356475693,0.180602775
729,,,,,,,left50_peakvalue_right20,0.322108713,0.214969755
730,,,,,,,left50_right80_right20,0.39442346,0.022455096
731,,,,,,,left50_right70_right20,0.36893631,0.07128442
732,,,,,,,left50_right60_right20,0.467570164,0.024002875
733,,,,,,,left50_right50_right20,0.40330329,0.110729542
734,,,,,,,left50_right40_right20,0.425983997,0.111094471
735,,,,,,,left60_left70_right20,0.373914969,0.027410565
736,,,,,,,left60_left80_right20,0.267550356,0.03960841
737,,,,,,,left60_left90_right20,0.307158766,0.028881017
738,,,,,,,left60_peak_right20,0.425983997,0.060491626
739,,,,,,,left60_peakdate_right20,0.341525746,0.144949877
740,,,,,,,left60_peakvalue_right20,0.292208819,0.194266804
741,,,,,,,left60_right80_right20,0.393594774,-0.004605798
742,,,,,,,left60_right70_right20,0.426301111,-0.027337725
743,,,,,,,left60_right60_right20,0.458690334,0.027785289
744,,,,,,,left60_right50_right20,0.39557253,0.050804879
745,,,,,,,left60_right40_right20,0.41876481,0.067710813
746,,,,,,,left70_left80_right20,0.175361344,0.131797422
747,,,,,,,left70_left90_right20,0.254578165,0.084458251
748,,,,,,,left70_peak_right20,0.36254581,0.038779724
749,,,,,,,left70_peakdate_right20,0.259819596,0.141505938
750,,,,,,,left70_peakvalue_right20,0.247358978,0.153966556
751,,,,,,,left70_right80_right20,0.301917336,0.099408198
752,,,,,,,left70_right70_right20,0.372254327,0.029071207
753,,,,,,,left70_right60_right20,0.378644827,0.022680707
754,,,,,,,left70_right50_right20,0.295472494,0.10585304
755,,,,,,,left70_right40_right20,0.327350144,0.07397539
756,,,,,,,left80_left90_right20,0.242891892,0.050679051
757,,,,,,,left80_peak_right20,0.294186575,0.012972191
758,,,,,,,left80_peakdate_right20,0.079216821,0.227941945
759,,,,,,,left80_peakvalue_right20,0.173383588,0.133775178
760,,,,,,,left80_right80_right20,0.214969755,0.029033399
761,,,,,,,left80_right70_right20,0.214969755,0.092189011
762,,,,,,,left80_right60_right20,0.173383588,0.133775178
763,,,,,,,left80_right50_right20,0.173383588,0.133775178
764,,,,,,,left80_right40_right20,0.222700515,0.084458251
765,,,,,,,left90_peak_right20,0.318845039,0.020191377
766,,,,,,,left90_peakdate_right20,0.173383588,0.165652828
767,,,,,,,left90_peakvalue_right20,0.237650462,0.101385954
768,,,,,,,left90_right80_right20,0.318845039,0.009022927
769,,,,,,,left90_right70_right20,0.254578165,0.04889173
770,,,,,,,left90_right60_right20,0.227941946,0.078369512
771,,,,,,,left90_right50_right20,0.173383588,0.159877745
772,,,,,,,left90_right40_right20,0.222700515,0.116335901
773,,,,,,,peak_peakdate_right20,0.353986363,0.198553625
774,,,,,,,peak_peakvalue_right20,0.445718143,0.173703971
775,,,,,,,peak_right80_right20,0.463103078,0.036027622
776,,,,,,,peak_right70_right20,0.475618037,0.143804077
777,,,,,,,peak_right60_right20,0.506029505,0.113392609
778,,,,,,,peak_right50_right20,0.459839404,0.15958271
779,,,,,,,peak_right40_right20,0.460350977,0.159071137
780,,,,,,,peakdate_peakvalue_right20,0.37142564,0.181114348
781,,,,,,,peakdate_right80_right20,0.314377953,0.184752747
782,,,,,,,peakdate_right70_right20,0.418253237,0.134286751
783,,,,,,,peakdate_right60_right20,0.45064246,0.101897528
784,,,,,,,peakdate_right50_right20,0.396084103,0.156455885
785,,,,,,,peakdate_right40_right20,0.37142564,0.181114348
786,,,,,,,peakvalue_right80_right20,0.35252018,0.14661052
787,,,,,,,peakvalue_right70_right20,0.485783785,0.169482418
788,,,,,,,peakvalue_right60_right20,0.455883891,0.190311291
789,,,,,,,peakvalue_right50_right20,0.472811594,0.198042052
790,,,,,,,peakvalue_right40_right20,0.490567984,0.194918495
791,,,,,,,right80_right70_right20,0.441445517,0.057685183
792,,,,,,,right80_right60_right20,0.463103078,0.036027622
793,,,,,,,right80_right50_right20,0.401325534,0.097805166
794,,,,,,,right80_right40_right20,0.419081924,0.080048776
795,,,,,,,right70_right60_right20,0.593614581,0.052580601
796,,,,,,,right70_right50_right20,0.574197549,0.081068654
797,,,,,,,right70_right40_right20,0.609393215,0.045872988
798,,,,,,,right60_right50_right20,0.554834858,0.091360324
799,,,,,,,right60_right40_right20,0.572219792,0.07397539
800,,,,,,,right50_right40_right20,0.648172939,0.022680707
801,,,,,,,left20_right30_right20,0.212991999,0.296164331
802,,,,,,,left30_right30_right20,0.307158766,0.25784184
803,,,,,,,left40_right30_right20,0.252600409,0.270847395
804,,,,,,,left50_right30_right20,0.307158766,0.229919702
805,,,,,,,left60_right30_right20,0.267550356,0.218925267
806,,,,,,,left70_right30_right20,0.212991999,0.188333535
807,,,,,,,left80_right30_right20,0.094166768,0.212991998
808,,,,,,,left90_right30_right20,0.079216821,0.259819595
809,,,,,,,peak_right30_right20,0.277258872,0.298142128
810,,,,,,,peakdate_right30_right20,0.316867283,0.235672705
811,,,,,,,peakvalue_right30_right20,0.346767176,0.228633824
812,,,,,,,right80_right30_right20,0.212991999,0.286138701
813,,,,,,,right70_right30_right20,0.33181723,0.24358377
814,,,,,,,right60_right30_right20,0.292208819,0.283192181
815,,,,,,,right50_right30_right20,0.394106347,0.181294653
816,,,,,,,right40_right30_right20,0.363377766,0.212023234